,0
748,meant
749,piratical
750,race
751,nest
752,pirates
753,like
754,chinese
755,thought
756,dutch
757,first
758,meeting
759,want
760,prepare
761,receive
762,old
763,spiritold
764,spirits
765,moving
766,behind
767,reeds
768,silhouette
769,shimmers
770,river
771,late
772,summer
773,see
774,already
775,men
776,know
777,honor
778,uncanny
779,old
780,friends
781,may
782,inhabit
783,us
784,give
785,us
786,strength
787,purify
788,world
789,refuse
790,part
791,one
792,flame
793,life
794,1
795,you’ve
796,misled
797,life
798,showing
799,two
800,red
801,marionette
802,shake
803,front
804,stay
805,mesmerized
806,clap
807,like
808,trained
809,seal
810,like
811,politics
812,last
813,year
814,years
815,trump
816,fat
817,bald
818,gluttons
819,right
820,put
821,fighting
822,ring
823,janet
824,renos
825,womyn
826,pickup
827,trucks
828,thinlipped
829,transnumales
830,left
831,good
832,people
833,mesmerized
834,even
835,show
836,it’s
837,funny
838,see
839,fat
840,bald
841,man
842,try
843,tear
844,eyes
845,woman
846,strong
847,forearm
848,mullet
849,frothing
850,mouth
851,saying
852,nothing
853,grunts
854,pigs
855,premade
856,platitude
857,formula
858,meanwhile
859,nation
860,suffered
861,future
862,youth
863,given
864,away
865,trick
866,life
867,even
868,worse
869,don’t
870,see
871,problem
872,right
873,away
874,comes
875,sixty
876,years
877,later
878,grandchildren
879,don’t
880,exist
881,56
882,humanoid
883,shifting
884,shadows
885,noble
886,power
887,hide
888,half
889,finished
890,buildings
891,hunted
892,must
893,understand
894,left
895,right
896,fooled
897,life
898,2
899,group
900,horses
901,broad
902,plain
903,lead
904,stallion
905,captured
906,wild
907,spirit
908,starts
909,gallop
910,way
911,whole
912,herd
913,follows
914,great
915,rush
916,power
917,freedomnietzsche
918,talks
919,i’ve
920,seen
921,many
922,things
923,like
924,big
925,waterfall
926,gathering
927,place
928,many
929,birds
930,animal
931,cycles
932,history
933,place
934,remains
935,birds
936,witnessed
937,coming
938,going
939,human
940,civilizations
941,remember
942,aeons
943,always
944,return
945,saw
946,many
947,group
948,small
949,birds
950,weather
951,slightly
952,changed
953,waterfall
954,big
955,small
956,wind
957,would
958,make
959,spray
960,water
961,everywhere
962,sun
963,came
964,behind
965,clouds
966,spread
967,many
968,small
969,rainbows
970,birds
971,would
972,become
973,excited
974,come
975,crevasses
976,rock
977,face
978,would
979,glory
980,sprays
981,water
982,rainbows
983,swoon
984,acrobatics
985,way
986,like
987,homer
988,says
989,asian
990,meadow
991,tribes
992,geese
993,crane
994,longnecked
995,swans
996,glory
997,power
998,wings
999,land
1000,rivers
1001,skamandrian
1002,plain
1003,great
1004,clang
1005,enough
1006,say
1007,purpose
1008,survival
1009,reproduction
1010,surely
1011,pedant
1012,make
1013,story
1014,see
1015,behavior
1016,alien
1017,maybe
1018,happiest
1019,moments
1020,free
1021,act
1022,feel
1023,anything
1024,survival
1025,reproduction
1026,kind
1027,heavy
1028,necessity
1029,spirit
1030,gravity
1031,opposite
1032,petty
1033,cramped
1034,view
1035,lifebut
1036,truth
1037,life
1038,free
1039,life
1040,abundance
1041,knows
1042,luxury
1043,surfeit
1044,wastesurvival
1045,reproduction
1046,side
1047,effects
1048,something
1049,else
1050,3
1051,noble
1052,animals
1053,refuse
1054,breed
1055,captivity
1056,many
1057,animal
1058,man
1059,choose
1060,death
1061,trapped
1062,thought
1063,life
1064,strove
1065,mere
1066,survival
1067,reproduction
1068,enough
1069,enough
1070,must
1071,understand
1072,animal
1073,way
1074,much
1075,thinkers
1076,talk
1077,“evolutionary
1078,psychology”
1079,abstract
1080,way
1081,yeast
1082,way
1083,animals
1084,man
1085,backward
1086,4
1087,there’s
1088,sociology
1089,world
1090,scientists
1091,like
1092,everything
1093,else
1094,cause
1095,much
1096,confusion
1097,biology
1098,ideas
1099,evolution
1100,think
1101,you’ve
1102,given
1103,objective
1104,truth
1105,minds
1106,biologists
1107,general
1108,limited
1109,truth
1110,biggest
1111,minds
1112,always
1113,went
1114,physics
1115,among
1116,sciences
1117,maybe
1118,chemistry
1119,recently
1120,even
1121,biology
1122,gives
1123,little
1124,opportunity
1125,kind
1126,thinking
1127,penetrates
1128,mystery
1129,nature
1130,kind
1131,insight
1132,physical
1133,relations
1134,attracts
1135,best
1136,scientific
1137,minds
1138,they’ve
1139,whole
1140,halfandhalf
1141,group
1142,history
1143,schopenhauer
1144,refers
1145,contempt
1146,people
1147,“catalogues
1148,monkeys”
1149,think
1150,understand
1151,nature
1152,darwin
1153,nietzsche
1154,called
1155,petty
1156,mind
1157,kind
1158,calculator
1159,likes
1160,collect
1161,many
1162,small
1163,facts
1164,synthesize
1165,clumsy
1166,theory
1167,theory
1168,clumsy
1169,full
1170,holes
1171,biggest
1172,reason
1173,creationists
1174,also
1175,wrong
1176,able
1177,challenge
1178,never
1179,able
1180,challenge
1181,theoretical
1182,physics
1183,much
1184,dishonesty
1185,stupidity
1186,among
1187,scientists
1188,biologists
1189,talk
1190,evolution
1191,life
1192,5
1193,problem
1194,think
1195,want
1196,attaq
1197,idea
1198,evolution
1199,change
1200,it’s
1201,racist
1202,uncomfortable
1203,like
1204,left
1205,others
1206,attaq
1207,suppress
1208,true
1209,listen
1210,don’t
1211,need
1212,darwin
1213,believe
1214,heredity
1215,even
1216,evolution
1217,people
1218,knew
1219,heredity
1220,different
1221,lineages
1222,man
1223,long
1224,darwin
1225,political
1226,sense
1227,promotion
1228,darwin
1229,teaching
1230,application
1231,mankind
1232,great
1233,good
1234,left
1235,many
1236,robotsi
1237,talk
1238,origin
1239,laterwant
1240,nothing
1241,hide
1242,truth
1243,human
1244,nature
1245,darwin
1246,evolutionary
1247,science
1248,forms
1249,great
1250,weapon
1251,truth
1252,agree
1253,remember
1254,marionettes
1255,mentioned
1256,don’t
1257,distracted
1258,puppet
1259,play
1260,important
1261,misled
1262,fierce
1263,debate
1264,stupid
1265,opponent
1266,accepting
1267,alternative
1268,presented
1269,although
1270,left
1271,termed
1272,bugman
1273,hates
1274,fears
1275,evolutionary
1276,ideas
1277,applied
1278,humans
1279,darwinism
1280,product
1281,bugthought
1282,end
1283,won’t
1284,show
1285,way
1286,prison
1287,ages
1288,hereditary
1289,nature
1290,qualities
1291,suitability
1292,organism
1293,environment
1294,viceversa
1295,true
1296,observation
1297,true
1298,observation
1299,heredity
1300,end
1301,enough
1302,don’t
1303,need
1304,utterly
1305,crush
1306,designs
1307,vanities
1308,bugman
1309,bugman
1310,fears
1311,heredity
1312,nature
1313,darwin
1314,6
1315,must
1316,understand
1317,evolutionary
1318,psychologist
1319,evobiologist
1320,darwinist
1321,generalmost
1322,people
1323,good
1324,even
1325,great
1326,minds
1327,misled
1328,fightplays
1329,game
1330,baitandswitch
1331,many
1332,times
1333,he’s
1334,aware
1335,believes
1336,darwinism
1337,teleological
1338,faith
1339,reproduction
1340,survival
1341,ends
1342,life
1343,purpose
1344,toward
1345,life
1346,strives
1347,explains
1348,life
1349,organism
1350,behaves
1351,also
1352,adapted
1353,environment
1354,confront
1355,deny
1356,notion
1357,teleology
1358,say
1359,doesn’t
1360,believe
1361,material
1362,mechanism
1363,natural
1364,selection
1365,mechanism
1366,organisms
1367,keeping
1368,demands
1369,environment
1370,time
1371,slowly
1372,pared
1373,process
1374,analogous
1375,breeding
1376,animals
1377,like
1378,dog
1379,horse
1380,nature
1381,breeds
1382,organisms
1383,life
1384,way
1385,accident
1386,end
1387,purpose
1388,say
1389,crazy
1390,he’s
1391,paying
1392,attention
1393,talk
1394,different
1395,way
1396,start
1397,say
1398,animal
1399,behaving
1400,way
1401,trying
1402,secure
1403,either
1404,reproduction
1405,survival
1406,explain
1407,physical
1408,features
1409,way
1410,really
1411,forgets
1412,make
1413,moral
1414,principle
1415,honest
1416,ones
1417,trust
1418,talk
1419,replicating
1420,aspiration
1421,goal
1422,human
1423,toohuman
1424,also
1425,natural
1426,it’s
1427,hard
1428,talk
1429,biology
1430,life
1431,without
1432,teleology
1433,consideration
1434,ends
1435,purpose
1436,clearly
1437,physics
1438,chemistry
1439,seem
1440,driven
1441,purpose
1442,goal
1443,animals
1444,seem
1445,much
1446,driven
1447,motive
1448,purpose
1449,hard
1450,explain
1451,biological
1452,feature
1453,without
1454,reference
1455,end
1456,purpose
1457,darwinist
1458,forgets
1459,tries
1460,change
1461,topic
1462,time
1463,knows
1464,really
1465,interesting
1466,question
1467,drives
1468,life
1469,explains
1470,animal
1471,behavior
1472,explains
1473,correspondence
1474,organism
1475,environment
1476,question
1477,mechanism
1478,heredity
1479,means
1480,species
1481,shaped
1482,natural
1483,unnatural
1484,selection
1485,really
1486,darwin’s
1487,insight
1488,least
1489,interesting
1490,part
1491,actually
1492,tautology
1493,yes
1494,animals
1495,managed
1496,reproduce
1497,actually
1498,pass
1499,traits
1500,something
1501,every
1502,sheep
1503,breeder
1504,history
1505,known
1506,alone
1507,explains
1508,animal
1509,adaptation
1510,behavior
1511,nonsense
1512,7
1513,alpine
1514,mouse
1515,collects
1516,food
1517,winter
1518,somehow
1519,knows
1520,exactly
1521,proportion
1522,poison
1523,herbs
1524,include
1525,winter
1526,stores
1527,preserve
1528,much
1529,food
1530,gathered
1531,becomes
1532,poison
1533,little
1534,spoils
1535,example
1536,schopenhauer
1537,gives
1538,two
1539,insects
1540,one
1541,kill
1542,sight
1543,yet
1544,presents
1545,immediate
1546,danger
1547,first
1548,eat
1549,eggs
1550,future
1551,first
1552,insect
1553,know
1554,taught
1555,see
1556,primitive
1557,nervous
1558,system
1559,knows
1560,somehow
1561,“in
1562,blood”
1563,specific
1564,complicated
1565,behavior
1566,many
1567,cases
1568,nature
1569,creationists
1570,focused
1571,much
1572,complicated
1573,physical
1574,features
1575,even
1576,something
1577,like
1578,eye
1579,bacterial
1580,flagellum
1581,possible
1582,construct
1583,stories
1584,evolved
1585,gradually
1586,don’t
1587,believe
1588,stories
1589,sound
1590,improbable
1591,madeup
1592,they’re
1593,believable
1594,stories
1595,make
1596,case
1597,behaviors
1598,many
1599,many
1600,animals
1601,simple
1602,insects
1603,complicated
1604,behaviors
1605,born
1606,already
1607,point
1608,incremental
1609,explanation
1610,becomes
1611,convoluted
1612,hard
1613,believe
1614,please
1615,remember
1616,aristotelianptolemaic
1617,system
1618,calculating
1619,motion
1620,planets
1621,worked
1622,quite
1623,well
1624,long
1625,time
1626,abandoned
1627,ever
1628,convoluted
1629,explanations
1630,invented
1631,support
1632,fundamental
1633,wrong
1634,assumption
1635,geocentric
1636,model
1637,evolutionary
1638,theory
1639,today
1640,slowly
1641,position
1642,nowhere
1643,may
1644,try
1645,explain
1646,inborn
1647,behaviors
1648,kind
1649,obvious
1650,behaviorsif
1651,want
1652,call
1653,“adaptations”came
1654,see
1655,complete
1656,without
1657,significant
1658,incremental
1659,change
1660,“miracle”
1661,occur
1662,creationist
1663,booki
1664,believe
1665,believe
1666,“miracle”
1667,modern
1668,science
1669,invented
1670,hiding
1671,word
1672,“random
1673,mutation”
1674,handwaving
1675,“incremental
1676,change”
1677,enough
1678,time
1679,enough
1680,number
1681,specimens
1682,kinds
1683,“mutations”
1684,observed
1685,support
1686,either
1687,natural
1688,selection
1689,lamarckianism
1690,explanations
1691,evolution
1692,many
1693,mathematical
1694,models
1695,trait
1696,spread
1697,population
1698,failedthey
1699,don’t
1700,tell
1701,don’t
1702,talk
1703,miracles
1704,whatever
1705,words
1706,put
1707,“design”
1708,means
1709,benevolent
1710,intelligent
1711,comprehensible
1712,see
1713,spider’s
1714,web
1715,creature
1716,rudimentary
1717,nervous
1718,system
1719,little
1720,intelligence
1721,“design”
1722,something
1723,beautiful
1724,complex
1725,key
1726,understanding
1727,also
1728,nature
1729,inherent
1730,“intelligence”
1731,inside
1732,things
1733,uncanny
1734,silent
1735,demonic
1736,workings
1737,aims
1738,obscure
1739,us
1740,intelligence
1741,crude
1742,deviation
1743,approximation
1744,“intelligence”
1745,things
1746,inborn
1747,bodies
1748,anything
1749,brain
1750,nervous
1751,system
1752,“adaptations”
1753,matter
1754,much
1755,natural
1756,unnatural
1757,selection
1758,may
1759,gone
1760,spreading
1761,within
1762,population
1763,occur
1764,random
1765,spontaneous
1766,correspondence
1767,kind
1768,organism
1769,environment
1770,day
1771,may
1772,discover
1773,material
1774,cause
1775,manifestation
1776,correspondence
1777,chain
1778,travels
1779,rockface
1780,elements
1781,brute
1782,matter
1783,forms
1784,lifethere
1785,asyet
1786,undiscovered
1787,“signaling”
1788,system
1789,adaptation
1790,means
1791,takes
1792,place
1793,random
1794,even
1795,primarily
1796,natural
1797,selection
1798,one
1799,means
1800,spreads
1801,population
1802,8
1803,truly
1804,objective
1805,scientific
1806,approach
1807,life
1808,would
1809,start
1810,without
1811,assumptions
1812,make
1813,big
1814,stories
1815,take
1816,animal
1817,study
1818,study
1819,nature
1820,lab
1821,left
1822,alone
1823,human
1824,study
1825,different
1826,specimens
1827,mood
1828,behavior
1829,different
1830,time
1831,year
1832,different
1833,places
1834,different
1835,levels
1836,fortune
1837,wellbeing
1838,make
1839,assumption
1840,wants
1841,ultimately
1842,study
1843,behave
1844,today
1845,tomorrow
1846,moment
1847,thing
1848,exists
1849,animal
1850,look
1851,inside
1852,brain
1853,study
1854,hormones
1855,internal
1856,states
1857,great
1858,care
1859,clinical
1860,objective
1861,eye
1862,correlate
1863,internal
1864,states
1865,it’s
1866,driving
1867,atand
1868,driving
1869,day
1870,moment
1871,think
1872,“reproduction
1873,survival”
1874,true
1875,path
1876,understand
1877,animal
1878,adaptation
1879,behavior
1880,life
1881,done
1882,much
1883,little
1884,well
1885,end
1886,different
1887,goat
1888,dog
1889,even
1890,ant
1891,look
1892,beings
1893,really
1894,remain
1895,puzzled
1896,sure
1897,real
1898,research
1899,named
1900,must
1901,done
1902,convince
1903,boneheads
1904,behavior
1905,animal
1906,would
1907,complete
1908,mystery
1909,weren’t
1910,similar
1911,understand
1912,right
1913,away
1914,bear
1915,angry
1916,bees
1917,playing
1918,whitesilver
1919,birch
1920,thick
1921,forest
1922,lizard
1923,frightened
1924,winding
1925,rocks
1926,mystery
1927,us
1928,also
1929,like
1930,love
1931,dogs
1932,express
1933,honestly
1934,without
1935,dissimulation
1936,also
1937,want
1938,pets
1939,calm
1940,us
1941,promote
1942,kind
1943,carelessness
1944,normal
1945,animal
1946,life
1947,unencumbered
1948,thoughts
1949,past
1950,worries
1951,future
1952,none
1953,actually
1954,exist
1955,women
1956,natural
1957,state
1958,close
1959,condition
1960,well
1961,closer
1962,whole
1963,get
1964,much
1965,charm
1966,power
1967,modern
1968,education
1969,teaches
1970,women
1971,hyperaware
1972,anxious
1973,future
1974,abstract
1975,neurotics
1976,etc
1977,actually
1978,takes
1979,away
1980,power
1981,great
1982,degree
1983,tricking
1984,thinking
1985,tough
1986,sassy
1987,hyperconscious
1988,woman
1989,made
1990,powerless
1991,charmless
1992,study
1993,must
1994,made
1995,inner
1996,state
1997,animal
1998,condition
1999,anyway
2000,would
2001,objective
2002,study
2003,organism
2004,say
2005,life
2006,want
2007,9
2008,darwin
2009,style
2010,thinking
2011,would
2012,never
2013,made
2014,much
2015,impression
2016,ever
2017,power
2018,simply
2019,false
2020,actually
2021,darwinism
2022,true
2023,certain
2024,conditions
2025,it’s
2026,even
2027,“halftruth”
2028,it’s
2029,actually
2030,full
2031,truth
2032,kind
2033,life
2034,mistake
2035,think
2036,describes
2037,life
2038,darwin
2039,meaningless
2040,without
2041,malthus
2042,nietzsche
2043,right
2044,says
2045,describe
2046,life
2047,england
2048,precisely
2049,england
2050,time
2051,beginning
2052,industrial
2053,age
2054,england
2055,first
2056,nation
2057,solved
2058,problem
2059,infant
2060,mortality
2061,relevant
2062,facts
2063,england
2064,able
2065,colonize
2066,much
2067,new
2068,world
2069,first
2070,country
2071,solve
2072,problem
2073,many
2074,criticize
2075,way
2076,spanish
2077,portuguese
2078,model
2079,colonization
2080,must
2081,know
2082,portuguese
2083,population
2084,one
2085,million
2086,began
2087,age
2088,discovery
2089,henry
2090,navigator
2091,population
2092,many
2093,fewer
2094,young
2095,men
2096,could
2097,embark
2098,voyages
2099,great
2100,danger
2101,say
2102,fourth
2103,died
2104,voyages
2105,alone
2106,manpower
2107,settle
2108,faraway
2109,lands
2110,continued
2111,old
2112,pattern
2113,“elite
2114,dominance”
2115,brotherhoods
2116,conquering
2117,men
2118,often
2119,took
2120,local
2121,wives
2122,contrast
2123,english
2124,could
2125,transplant
2126,entire
2127,populations
2128,surfeit
2129,huemans
2130,still
2131,enough
2132,cities
2133,became
2134,crowded
2135,filth
2136,unbearable
2137,lowest
2138,classes
2139,swarmed
2140,monstrous
2141,new
2142,machines
2143,industry
2144,living
2145,conditions
2146,workers
2147,well
2148,20
2149,th
2150,century
2151,purely
2152,hellish
2153,marx
2154,followers
2155,least
2156,right
2157,that’s
2158,could
2159,prey
2160,condition
2161,condition
2162,misery
2163,destitution
2164,similar
2165,worse
2166,see
2167,shantytowns
2168,turd
2169,world
2170,solution
2171,infant
2172,mortality
2173,problem
2174,meant
2175,lower
2176,classes
2177,put
2178,excess
2179,income
2180,supporting
2181,mouths
2182,feed
2183,improving
2184,quality
2185,life
2186,children
2187,exponential
2188,increase
2189,human
2190,biomass
2191,world
2192,malthus
2193,darwin
2194,life
2195,filth
2196,life
2197,distress
2198,darwinism
2199,describes
2200,life
2201,extreme
2202,stress
2203,partial
2204,view
2205,thinks
2206,discovered
2207,truth
2208,life
2209,general
2210,animal
2211,conditions
2212,extreme
2213,stress
2214,crowded
2215,condition
2216,observed
2217,watched
2218,filthy
2219,beaten
2220,imprisoned
2221,life
2222,severely
2223,regimented
2224,away
2225,would
2226,like
2227,left
2228,devices
2229,give
2230,secret
2231,life
2232,misleading
2233,example
2234,basis
2235,darwinism
2236,thought
2237,comes
2238,philosophy
2239,life
2240,tenement
2241,slum
2242,open
2243,air
2244,workcamp
2245,10
2246,kind
2247,distress
2248,worse
2249,feeling
2250,trapped
2251,worst
2252,nightmares
2253,opening
2254,door
2255,find
2256,aluminum
2257,cell
2258,exhaustion
2259,sets
2260,long
2261,night
2262,chess
2263,sleep
2264,mind
2265,dreams
2266,repeat
2267,nonsense
2268,moves
2269,know
2270,worse
2271,forms
2272,torment
2273,selfimposed
2274,exhaustion
2275,even
2276,worse
2277,outside
2278,force
2279,restrains
2280,yet
2281,full
2282,control
2283,spirits
2284,power
2285,least
2286,begin
2287,condition
2288,intolerable
2289,noble
2290,animals
2291,choose
2292,death
2293,necessary
2294,least
2295,way
2296,escape
2297,matter
2298,painful
2299,many
2300,caribs
2301,trapped
2302,slavery
2303,died
2304,couldn’t
2305,endure
2306,bit
2307,arms
2308,escape
2309,chains
2310,endured
2311,pain
2312,escape
2313,captivity
2314,germanic
2315,mothers
2316,would
2317,kill
2318,infants
2319,roman
2320,legions
2321,closed
2322,tacitus
2323,describe
2324,life
2325,germanic
2326,warrior
2327,lived
2328,whole
2329,life
2330,dedicated
2331,war
2332,fame
2333,never
2334,became
2335,domestic
2336,masada
2337,times
2338,jews
2339,killed
2340,children
2341,escape
2342,subjection
2343,still
2344,noble
2345,people
2346,xenophon
2347,describes
2348,anabasis
2349,mother
2350,infant
2351,would
2352,jump
2353,cliff
2354,highlands
2355,urartu
2356,escape
2357,advance
2358,greek
2359,army
2360,see
2361,videos
2362,japan
2363,okinawa
2364,mother
2365,jump
2366,cliff
2367,buddhist
2368,monks
2369,vietnam
2370,selfimmolated
2371,brought
2372,great
2373,shame
2374,west
2375,reason
2376,nietzsche
2377,say
2378,noble
2379,peoples
2380,endure
2381,slavery
2382,they’re
2383,either
2384,free
2385,die
2386,“adaptation”
2387,slavery
2388,types
2389,life
2390,people
2391,chosen
2392,survival
2393,price
2394,price
2395,paid
2396,monstrous
2397,people
2398,becomes
2399,monstrous
2400,distorted
2401,accepts
2402,distinction
2403,master
2404,races
2405,rest
2406,simple
2407,true
2408,hegel
2409,said
2410,copying
2411,heraclitus
2412,peoples
2413,choose
2414,death
2415,rather
2416,slavery
2417,submission
2418,confrontation
2419,people
2420,masters
2421,many
2422,world
2423,among
2424,aryans
2425,also
2426,comanche
2427,many
2428,polynesians
2429,japanese
2430,many
