,0
1111,rigs
1112,collapse
1113,tend
1114,safety
1115,environmental
1116,regulations
1117,prevent
1118,chaos
1119,slashed
1120,dangerous
1121,even
1122,way
1123,trump
1124,administration
1125,relied
1126,upon
1127,exploit
1128,shocks
1129,push
1130,radical
1131,planks
1132,agenda
1133,largescale
1134,crisiswhether
1135,terrorist
1136,attack
1137,financial
1138,crash
1139,would
1140,likely
1141,provide
1142,pretext
1143,declare
1144,sort
1145,state
1146,exception
1147,emergency
1148,usual
1149,rules
1150,longer
1151,apply
1152,turn
1153,would
1154,provide
1155,cover
1156,push
1157,aspects
1158,trump
1159,agenda
1160,require
1161,suspension
1162,core
1163,democratic
1164,norms
1165,pledge
1166,deny
1167,entry
1168,muslims
1169,selected
1170,countries
1171,twitter
1172,threat
1173,bring
1174,“the
1175,feds”
1176,quell
1177,street
1178,violence
1179,chicago
1180,obvious
1181,desire
1182,place
1183,restrictions
1184,press
1185,largeenough
1186,economic
1187,crisis
1188,would
1189,offer
1190,excuse
1191,dismantle
1192,programs
1193,like
1194,social
1195,security
1196,trump
1197,pledged
1198,protect
1199,many
1200,around
1201,wanted
1202,gone
1203,decades
1204,trump
1205,may
1206,reasons
1207,upping
1208,crisis
1209,level
1210,argentine
1211,novelist
1212,césar
1213,aira
1214,wrote
1215,2001
1216,“any
1217,change
1218,change
1219,topic”
1220,trump
1221,already
1222,proven
1223,headspinningly
1224,adept
1225,changing
1226,subject
1227,using
1228,everything
1229,mad
1230,tweets
1231,tomahawk
1232,missiles
1233,indeed
1234,air
1235,assault
1236,syria
1237,response
1238,gruesome
1239,chemical
1240,weapons
1241,attack
1242,laudatory
1243,press
1244,coverage
1245,presidency
1246,quarters
1247,sparked
1248,ongoing
1249,shift
1250,respectful
1251,tone
1252,whether
1253,response
1254,revelations
1255,russian
1256,connections
1257,scandals
1258,related
1259,labyrinthine
1260,international
1261,business
1262,dealings
1263,expect
1264,much
1265,topic
1266,changingand
1267,nothing
1268,ability
1269,change
1270,topic
1271,quite
1272,like
1273,largescale
1274,shock
1275,don’t
1276,go
1277,state
1278,shock
1279,something
1280,big
1281,bad
1282,happens
1283,something
1284,big
1285,bad
1286,yet
1287,understand
1288,
1289,state
1290,shock
1291,results
1292,gap
1293,opens
1294,events
1295,initial
1296,ability
1297,explain
1298,find
1299,position
1300,without
1301,story
1302,without
1303,moorings
1304,great
1305,many
1306,people
1307,become
1308,vulnerable
1309,authority
1310,figures
1311,telling
1312,us
1313,fear
1314,one
1315,another
1316,relinquish
1317,rights
1318,greater
1319,good
1320,today
1321,global
1322,phenomenon
1323,one
1324,restricted
1325,united
1326,states
1327,coordinated
1328,terrorist
1329,attacks
1330,paris
1331,november
1332,2015
1333,french
1334,government
1335,declared
1336,state
1337,emergency
1338,banned
1339,political
1340,gatherings
1341,five
1342,peopleand
1343,extended
1344,status
1345,ability
1346,restrict
1347,public
1348,demonstrations
1349,months
1350,britain
1351,shock
1352,brexit
1353,vote
1354,many
1355,said
1356,felt
1357,though
1358,they’d
1359,woken
1360,new
1361,unrecognizable
1362,country
1363,context
1364,uk’s
1365,conservative
1366,government
1367,began
1368,floating
1369,range
1370,regressive
1371,reforms
1372,including
1373,idea
1374,way
1375,britain
1376,regain
1377,competitiveness
1378,slashing
1379,regulations
1380,taxes
1381,wealthy
1382,much
1383,would
1384,effectively
1385,become
1386,tax
1387,europe
1388,also
1389,context
1390,prime
1391,minister
1392,theresa
1393,may
1394,called
1395,snap
1396,election
1397,lowpolling
1398,rival
1399,clearly
1400,hope
1401,securing
1402,another
1403,term
1404,office
1405,public
1406,chance
1407,rebel
1408,new
1409,austerity
1410,measures
1411,antithesis
1412,brexit
1413,originally
1414,sold
1415,voters
1416,
1417,previous
1418,books
1419,spent
1420,five
1421,six
1422,years
1423,deeply
1424,researching
1425,subject
1426,examining
1427,many
1428,angles
1429,reporting
1430,regions
1431,impacted
1432,results
1433,hefty
1434,tomes
1435,whole
1436,lot
1437,endnotes
1438,contrast
1439,i’ve
1440,written
1441,book
1442,months
1443,i’ve
1444,kept
1445,brief
1446,conversational
1447,knowing
1448,us
1449,time
1450,days
1451,tomes
1452,others
1453,already
1454,writing
1455,parts
1456,intricate
1457,story
1458,grasp
1459,far
1460,better
1461,i’ve
1462,come
1463,realize
1464,research
1465,i’ve
1466,done
1467,years
1468,help
1469,shed
1470,light
1471,crucial
1472,aspects
1473,trumpism
1474,tracing
1475,roots
1476,business
1477,model
1478,economic
1479,policies
1480,reflecting
1481,similar
1482,destabilizing
1483,moments
1484,history
1485,learning
1486,people
1487,found
1488,effective
1489,ways
1490,resist
1491,shock
1492,tactics
1493,go
1494,way
1495,toward
1496,explaining
1497,ended
1498,dangerous
1499,road
1500,best
1501,withstand
1502,shocks
1503,come
1504,importantly
1505,quickly
1506,get
1507,much
1508,safer
1509,ground
1510,beginning
1511,road
1512,map
1513,shock
1514,resistance
1515,here’s
1516,one
1517,thing
1518,i’ve
1519,learned
1520,reporting
1521,dozens
1522,locations
1523,midst
1524,crisis
1525,whether
1526,athens
1527,rocked
1528,greece’s
1529,debt
1530,debacle
1531,new
1532,orleans
1533,hurricane
1534,katrina
1535,baghdad
1536,us
1537,occupation
1538,tactics
1539,resisted
1540,two
1541,crucial
1542,things
1543,happen
1544,first
1545,need
1546,firm
1547,grasp
1548,shock
1549,politics
1550,work
1551,whose
1552,interests
1553,serve
1554,understanding
1555,get
1556,shock
1557,quickly
1558,start
1559,fighting
1560,back
1561,second
1562,equally
1563,important
1564,tell
1565,different
1566,story
1567,one
1568,shock
1569,doctors
1570,peddling
1571,vision
1572,world
1573,compelling
1574,enough
1575,compete
1576,headtohead
1577,values
1578,based
1579,vision
1580,must
1581,offer
1582,different
1583,path
1584,away
1585,serial
1586,shocksone
1587,based
1588,coming
1589,together
1590,across
1591,racial
1592,ethnic
1593,religious
1594,gender
1595,divides
1596,rather
1597,wrenched
1598,apart
1599,one
1600,based
1601,healing
1602,planet
1603,rather
1604,unleashing
1605,destabilizing
1606,wars
1607,pollution
1608,vision
1609,needs
1610,offer
1611,hurtingfor
1612,lack
1613,jobs
1614,lack
1615,health
1616,care
1617,lack
1618,peace
1619,lack
1620,hope
1621,tangibly
1622,better
1623,life
1624,don’t
1625,claim
1626,know
1627,exactly
1628,vision
1629,looks
1630,like
1631,figuring
1632,everyone
1633,else
1634,convinced
1635,birthed
1636,genuinely
1637,collaborative
1638,process
1639,leadership
1640,coming
1641,brutalized
1642,current
1643,system
1644,final
1645,chapters
1646,book
1647,i’ll
1648,explore
1649,early
1650,hopeful
1651,grassroots
1652,collaborations
1653,dozens
1654,organizations
1655,thinkers
1656,come
1657,together
1658,begin
1659,lay
1660,kind
1661,agenda
1662,one
1663,capable
1664,competing
1665,rising
1666,militarism
1667,nationalism
1668,corporatism
1669,though
1670,still
1671,early
1672,stages
1673,becoming
1674,possible
1675,see
1676,outlines
1677,progressive
1678,majority
1679,one
1680,grounded
1681,bold
1682,plan
1683,safe
1684,caring
1685,world
1686,want
1687,need
1688,work
1689,born
1690,knowledge
1691,saying
1692,bad
1693,ideas
1694,bad
1695,actors
1696,simply
1697,enough
1698,firmest
1699,no’s
1700,accompanied
1701,bold
1702,forwardlooking
1703,yesa
1704,plan
1705,future
1706,credible
1707,captivating
1708,enough
1709,great
1710,many
1711,people
1712,fight
1713,see
1714,realized
1715,matter
1716,shocks
1717,scare
1718,tactics
1719,thrown
1720,way
1721,noto
1722,trump
1723,france’s
1724,marine
1725,le
1726,pen
1727,number
1728,xenophobic
1729,hypernationalist
1730,parties
1731,rise
1732,world
1733,may
1734,initially
1735,brings
1736,millions
1737,streets
1738,yes
1739,keep
1740,us
1741,fight
1742,yes
1743,beacon
1744,coming
1745,storms
1746,prevent
1747,us
1748,losing
1749,way
1750,
1751,book’s
1752,argument
1753,nutshell
1754,trump
1755,extreme
1756,less
1757,aberration
1758,logical
1759,conclusiona
1760,pastiche
1761,pretty
1762,much
1763,worst
1764,trends
1765,past
1766,half
1767,century
1768,trump
1769,product
1770,powerful
1771,systems
1772,thought
1773,rank
1774,human
1775,life
1776,based
1777,race
1778,religion
1779,gender
1780,sexuality
1781,physical
1782,appearance
1783,physical
1784,ability
1785,systematically
1786,used
1787,race
1788,weapon
1789,advance
1790,brutal
1791,economic
1792,policies
1793,since
1794,earliest
1795,days
1796,north
1797,american
1798,colonization
1799,transatlantic
1800,slave
1801,trade
1802,also
1803,personification
1804,merger
1805,humans
1806,corporationsa
1807,oneman
1808,megabrand
1809,whose
1810,wife
1811,children
1812,spinoff
1813,brands
1814,pathologies
1815,conflicts
1816,interest
1817,inherent
1818,embodiment
1819,belief
1820,money
1821,power
1822,provide
1823,license
1824,impose
1825,one’s
1826,others
1827,whether
1828,entitlement
1829,expressed
1830,grabbing
1831,women
1832,grabbing
1833,finite
1834,resources
1835,planet
1836,cusp
1837,catastrophic
1838,warming
1839,product
1840,business
1841,culture
1842,fetishizes
1843,“disruptors”
1844,make
1845,fortunes
1846,flagrantly
1847,ignoring
1848,laws
1849,regulatory
1850,standards
1851,incarnation
1852,stillpowerful
1853,freemarket
1854,ideological
1855,projectone
1856,embraced
1857,centrist
1858,parties
1859,well
1860,conservative
1861,onesthat
1862,wages
1863,war
1864,everything
1865,public
1866,commonly
1867,held
1868,imagines
1869,corporate
1870,ceos
1871,superheroes
1872,save
1873,humanity
1874,2002
1875,george
1876,w
1877,bush
1878,threw
1879,ninetiethbirthday
1880,party
1881,white
1882,house
1883,man
1884,intellectual
1885,architect
1886,war
1887,public
1888,sphere
1889,radical
1890,freemarket
1891,economist
1892,milton
1893,friedman
1894,celebration
1895,us
1896,secretary
1897,defense
1898,donald
1899,rumsfeld
1900,declared
1901,“milton
1902,embodiment
1903,truth
1904,ideas
1905,consequences”
1906,right
1907,donald
1908,trump
1909,direct
1910,consequence
1911,ideas
1912,sense
1913,important
1914,way
1915,trump
1916,shocking
1917,entirely
1918,predictable
1919,indeed
1920,clichéd
1921,outcome
1922,ubiquitous
1923,ideas
1924,trends
1925,stopped
1926,long
1927,ago
1928,even
1929,nightmarish
1930,presidency
1931,end
1932,tomorrow
1933,political
1934,conditions
1935,produced
1936,producing
1937,replicas
1938,around
1939,world
1940,remain
1941,confronted
1942,us
1943,vice
1944,president
1945,mike
1946,pence
1947,house
1948,speaker
1949,paul
1950,ryan
1951,waiting
1952,wings
1953,democratic
1954,party
1955,establishment
1956,also
1957,enmeshed
1958,billionaire
1959,class
1960,world
1961,need
1962,won’t
1963,replacing
1964,current
1965,occupant
1966,oval
1967,office
1968,word
1969,
1970,read
1971,may
1972,notice
1973,sometimes
1974,say
1975,united
1976,states
1977,sometimes
1978,canada
1979,one
1980,reason
1981,pretty
1982,simple
1983,citizen
1984,countries
1985,deep
1986,ties
1987,relationships
1988,sides
1989,border
1990,parents
1991,american
1992,extended
1993,family
1994,lives
1995,united
1996,states
1997,raised
1998,canada
1999,choose
2000,live
2001,election
2002,night
2003,got
2004,text
2005,father
2006,“aren’t
2007,glad
2008,already
2009,moved
2010,canada”
2011,journalism
2012,however
2013,much
2014,political
2015,work
2016,states
2017,i’ve
2018,participated
2019,countless
2020,meetings
2021,debates
2022,collectively
2023,rise
2024,responsibility
2025,moment
2026,another
2027,reason
2028,sometimes
2029,say
2030,us
2031,nothing
2032,passports
2033,fact
2034,us
2035,presidency
2036,impacts
2037,everyone
2038,earth
2039,one
2040,fully
2041,protected
2042,actions
2043,world’s
2044,largest
2045,economy
2046,planet’s
2047,secondlargest
2048,emitter
2049,greenhouse
2050,gases
2051,nation
2052,world’s
2053,largest
2054,military
2055,arsenal
2056,receiving
2057,end
2058,trump’s
2059,missiles
2060,monstrous
2061,bombs
2062,bear
2063,greatest
2064,burdens
2065,risks
2066,far
2067,powers
2068,vast
2069,policies
2070,reckless
2071,everyone
2072,planet
2073,potentially
2074,blast
2075,zone
2076,fallout
2077,zone
2078,certainly
2079,warming
2080,zone
2081,there’s
2082,one
2083,story
2084,explain
2085,everything
2086,arrived
2087,juncture
2088,one
2089,blueprint
2090,fix
2091,thingsour
2092,world
2093,far
2094,braided
2095,complicated
2096,one
2097,attempt
2098,look
2099,got
2100,surreal
2101,political
2102,moment
2103,concrete
2104,ways
2105,could
2106,get
2107,lot
2108,worse
2109,keep
2110,heads
2111,might
2112,able
2113,flip
2114,script
2115,arrive
2116,radically
2117,better
2118,future
2119,get
2120,started
2121,first
2122,need
2123,understand
2124,we’re
2125,saying
2126,cover
2127,individual
2128,even
2129,group
2130,individuals
2131,though
2132,we’re
2133,also
2134,saying
2135,system
2136,elevated
2137,heights
2138,let’s
2139,move
2140,yesa
2141,yes
2142,bring
2143,change
2144,fundamental
2145,today’s
2146,corporate
2147,takeover
2148,relegated
2149,historical
2150,footnote
2151,warning
2152,kids
2153,donald
2154,trump
2155,fellow
2156,travelers
2157,seen
2158,symptom
2159,deep
2160,sickness
2161,one
2162,decided
2163,collectively
2164,come
2165,together
2166,heal
2167,note
2168,small
2169,portion
2170,writing
2171,appeared
2172,previous
2173,essays
2174,books
2175,speeches
2176,vast
2177,majority
2178,however
2179,appearing
2180,first
2181,time
2182,please
2183,visit
2184,noisnotenoughorg
2185,list
2186,ways
2187,plug
2188,movements
2189,described
2190,pages
2191,connect
2192,many
2193,organizations
2194,theorists
2195,
2196,part
2197,got
2198,rise
2199,superbrands
2200,must
2201,rapidly
2202,begin
2203,shift
2204,thingoriented
2205,society
2206,personoriented
2207,society
2208,machines
2209,computers
2210,profit
2211,motives
2212,property
2213,rights
2214,considered
2215,important
2216,people
2217,giant
2218,triplets
2219,racism
2220,materialism
2221,militarism
2222,incapable
2223,conquered
2224,
2225,martin
2226,luther
2227,king
2228,jr
2229,
2230,“beyond
2231,vietnam”
2232,1967
2233,chapter
2234,one
2235,trump
2236,becoming
2237,ultimate
2238,brand
2239,night
2240,donald
2241,trump
2242,declared
2243,winner
2244,2016
2245,election
2246,fortyfifth
2247,president
2248,united
2249,states
2250,particularly
2251,disorienting
2252,wasn’t
2253,night
2254,sydney
2255,australia
2256,lecture
2257,tour
2258,time
2259,difference
2260,late
2261,morning
2262,wednesday
2263,november
2264,9
2265,almost
2266,everyone
2267,life
2268,tuesday
2269,night
2270,friends
2271,sending
2272,texts
2273,drunken
2274,electionnight
2275,viewing
2276,parties
2277,australians
2278,start
2279,normal
2280,workday
2281,contributed
2282,overall
2283,feeling
2284,vertigo
2285,results
2286,started
2287,coming
2288,time
2289,meeting
2290,around
2291,fifteen
2292,heads
2293,various
2294,australian
2295,environmental
2296,labor
2297,social
2298,justice
2299,organizations
2300,discussion
2301,circled
2302,around
2303,key
2304,insight
2305,fights
2306,global
2307,warming
2308,racism
2309,inequality
2310,violations
2311,indigenous
2312,migrant
2313,women’s
2314,rights
2315,well
2316,many
2317,progressive
2318,battles
2319,often
2320,broken
2321,boxes
2322,silos
2323,asking
2324,many
2325,movements
2326,today
2327,intersect
2328,root
2329,causes
2330,connect
2331,issues
2332,tackled
2333,tandem
2334,time
2335,values
2336,would
2337,govern
2338,movement
2339,could
2340,translate
2341,political
2342,power
2343,group
2344,colleagues
2345,working
2346,build
2347,kind
2348,crossmovement
2349,“people’s
2350,platform”
2351,north
2352,america
2353,project
2354,called
2355,leap
2356,manifestowhich
2357,i’ll
2358,come
2359,back
2360,final
2361,chapterand
2362,many
2363,australian
2364,groups
2365,interested
2366,exploring
2367,similar
2368,approach
2369,first
2370,hour
2371,pretty
2372,upbeat
2373,meeting
2374,lots
2375,excitement
2376,possible
2377,people
2378,feeling
2379,totally
2380,relaxed
2381,us
2382,elections
2383,like
2384,many
2385,progressives
2386,liberals
2387,even
2388,many
2389,traditional
2390,conservatives
2391,sure
2392,trump
2393,would
2394,lose
2395,everyone’s
2396,phones
2397,started
2398,buzz
2399,room
2400,grew
2401,quieter
2402,quieter
2403,everyone
2404,around
2405,lightfilled
2406,boardroom
2407,began
